,team,runs,BB,1B,2B,3B,HR,ParkID
1205,"""ANA""",2,0,3,2,0,1,"""ANA01"""
1206,"""ARI""",9,5,3,4,0,1,"""BAL12"""
1207,"""BAL""",2,4,1,2,0,1,"""BAL12"""
1208,"""WAS""",2,4,4,0,0,1,"""BOS07"""
1209,"""BOS""",3,2,4,3,0,0,"""BOS07"""
1210,"""CLE""",7,4,0,2,1,2,"""CHI12"""
1211,"""CHA""",0,3,5,1,0,0,"""CHI12"""
1212,"""HOU""",9,3,15,2,0,1,"""DET05"""
1213,"""DET""",3,3,3,1,1,1,"""DET05"""
1214,"""OAK""",4,1,6,0,0,3,"""SEA03"""
1215,"""SEA""",8,4,4,1,0,3,"""SEA03"""
1216,"""NYA""",10,3,4,1,1,5,"""STP01"""
1217,"""TBA""",6,5,4,2,0,2,"""STP01"""
1218,"""MIN""",5,2,4,1,0,1,"""TOR02"""
1219,"""TOR""",1,1,2,0,0,0,"""TOR02"""
1220,"""CIN""",5,5,8,2,1,0,"""PHO01"""
1221,"""ARI""",6,8,7,2,0,2,"""PHO01"""
1222,"""CHN""",0,3,5,0,0,0,"""ATL03"""
1223,"""ATL""",2,4,8,2,0,0,"""ATL03"""
1224,"""PIT""",8,3,7,3,0,3,"""MIL06"""
1225,"""MIL""",6,2,10,2,0,1,"""MIL06"""
1226,"""PHI""",5,4,6,1,0,1,"""NYC20"""
1227,"""NYN""",4,5,5,4,0,0,"""NYC20"""
1228,"""COL""",5,1,7,2,0,0,"""SAN02"""
1229,"""SDN""",4,11,1,0,0,3,"""SAN02"""
1230,"""LAN""",6,2,6,3,0,2,"""SFO03"""
1231,"""SFN""",4,4,4,1,0,1,"""SFO03"""
1232,"""SLN""",10,8,8,1,0,1,"""ANA01"""
1233,"""ANA""",5,4,4,2,0,1,"""ANA01"""
1234,"""TOR""",3,5,7,0,0,1,"""BAL12"""
1235,"""BAL""",2,2,1,0,0,2,"""BAL12"""
1236,"""TBA""",5,2,5,4,1,0,"""BOS07"""
1237,"""BOS""",3,1,5,2,0,1,"""BOS07"""
1238,"""MIA""",5,1,9,2,0,1,"""DET05"""
1239,"""DET""",6,2,6,1,0,1,"""DET05"""
1240,"""OAK""",2,3,6,3,0,0,"""HOU03"""
1241,"""HOU""",9,4,5,3,0,2,"""HOU03"""
1242,"""KCA""",2,0,5,1,0,0,"""SEA03"""
1243,"""SEA""",6,1,7,2,0,2,"""SEA03"""
1244,"""CLE""",7,8,7,2,0,0,"""ARL03"""
1245,"""TEX""",0,2,3,1,0,0,"""ARL03"""
1246,"""CIN""",6,1,10,2,0,1,"""PHO01"""
1247,"""ARI""",2,1,3,3,0,0,"""PHO01"""
1248,"""CHN""",0,0,2,1,0,0,"""ATL03"""
1249,"""ATL""",7,4,6,1,0,2,"""ATL03"""
1250,"""PIT""",3,1,0,1,0,2,"""MIL06"""
1251,"""MIL""",4,2,7,2,0,1,"""MIL06"""
1252,"""PHI""",4,8,5,2,0,0,"""NYC20"""
1253,"""NYN""",0,0,3,1,0,0,"""NYC20"""
1254,"""COL""",6,1,7,1,0,2,"""SAN02"""
1255,"""SDN""",3,4,11,0,0,0,"""SAN02"""
1256,"""LAN""",10,3,4,5,3,1,"""SFO03"""
1257,"""SFN""",2,4,6,3,0,0,"""SFO03"""
1258,"""SLN""",7,4,8,3,0,1,"""ANA01"""
1259,"""ANA""",6,4,7,3,1,1,"""ANA01"""
1260,"""TBA""",4,2,5,1,0,2,"""BOS07"""
1261,"""BOS""",5,2,5,1,0,1,"""BOS07"""
1262,"""WAS""",6,4,10,0,0,0,"""CHI12"""
1263,"""CHA""",3,2,6,1,0,1,"""CHI12"""
1264,"""WAS""",0,3,3,1,0,0,"""CHI12"""
1265,"""CHA""",4,3,4,1,0,2,"""CHI12"""
1266,"""MIA""",1,0,4,0,0,0,"""DET05"""
1267,"""DET""",0,1,4,0,0,0,"""DET05"""
1268,"""OAK""",1,2,5,2,0,0,"""HOU03"""
1269,"""HOU""",2,2,2,3,0,1,"""HOU03"""
1270,"""NYA""",5,3,10,2,0,1,"""MIN04"""
1271,"""MIN""",1,0,5,1,0,1,"""MIN04"""
1272,"""KCA""",4,4,4,0,0,1,"""SEA03"""
1273,"""SEA""",2,2,5,0,0,2,"""SEA03"""
1274,"""CLE""",7,6,4,2,0,1,"""ARL03"""
1275,"""TEX""",4,5,2,2,0,3,"""ARL03"""
1276,"""CIN""",1,2,1,1,0,1,"""PHO01"""
1277,"""ARI""",2,2,3,2,0,1,"""PHO01"""
1278,"""CHN""",7,4,8,2,1,2,"""ATL03"""
1279,"""ATL""",1,2,5,3,0,0,"""ATL03"""
1280,"""PIT""",2,1,7,0,0,1,"""MIL06"""
1281,"""MIL""",10,3,6,1,1,5,"""MIL06"""
1282,"""NYN""",5,3,5,3,0,1,"""PHI13"""
1283,"""PHI""",10,5,8,1,0,1,"""PHI13"""
1284,"""COL""",8,2,8,2,0,2,"""SAN02"""
1285,"""SDN""",0,4,4,0,0,0,"""SAN02"""
1286,"""LAN""",1,4,7,0,0,0,"""SFO03"""
1287,"""SFN""",4,3,5,1,0,1,"""SFO03"""
1288,"""SLN""",2,5,6,2,0,1,"""ANA01"""
1289,"""ANA""",7,4,9,2,0,3,"""ANA01"""
1290,"""TOR""",2,6,2,3,0,0,"""BAL12"""
1291,"""BAL""",3,3,6,3,0,2,"""BAL12"""
1292,"""TBA""",4,3,7,0,0,0,"""BOS07"""
1293,"""BOS""",3,1,4,2,0,2,"""BOS07"""
1294,"""WAS""",0,5,2,1,0,0,"""CHI12"""
1295,"""CHA""",2,2,7,2,0,0,"""CHI12"""
1296,"""MIA""",2,2,3,0,0,1,"""DET05"""
1297,"""DET""",0,2,7,0,0,0,"""DET05"""
1298,"""OAK""",0,4,2,0,0,0,"""HOU03"""
1299,"""HOU""",3,1,7,1,0,0,"""HOU03"""
1300,"""NYA""",4,2,7,5,0,1,"""MIN04"""
1301,"""MIN""",0,4,3,1,0,0,"""MIN04"""
1302,"""KCA""",2,1,4,2,0,0,"""SEA03"""
1303,"""SEA""",4,2,7,1,0,1,"""SEA03"""
1304,"""CLE""",0,2,6,0,0,0,"""ARL03"""
1305,"""TEX""",4,4,4,0,1,2,"""ARL03"""
1306,"""PIT""",5,1,2,3,0,2,"""CHI11"""
1307,"""CHN""",4,1,4,2,0,1,"""CHI11"""
1308,"""CIN""",7,3,6,4,0,1,"""LOS03"""
1309,"""LAN""",2,3,4,0,0,0,"""LOS03"""
1310,"""NYN""",6,3,5,2,0,1,"""PHI13"""
1311,"""PHI""",5,4,7,2,0,0,"""PHI13"""
1312,"""TBA""",7,7,6,1,0,1,"""BOS07"""
1313,"""BOS""",5,3,4,3,0,2,"""BOS07"""
1314,"""OAK""",1,1,3,1,0,0,"""HOU03"""
1315,"""HOU""",8,6,4,3,0,1,"""HOU03"""
1316,"""NYA""",5,2,4,4,0,1,"""MIN04"""
1317,"""MIN""",0,0,2,1,0,0,"""MIN04"""
1318,"""DET""",13,2,10,5,2,0,"""PHO01"""
1319,"""ARI""",0,0,2,1,0,0,"""PHO01"""
1320,"""SDN""",3,3,13,0,0,0,"""ATL03"""
1321,"""ATL""",1,3,5,2,0,0,"""ATL03"""
1322,"""PIT""",9,1,12,1,0,2,"""CHI11"""
1323,"""CHN""",3,4,2,1,0,1,"""CHI11"""
1324,"""CIN""",3,0,6,0,0,2,"""LOS03"""
1325,"""LAN""",7,4,6,0,0,3,"""LOS03"""
1326,"""NYN""",0,1,6,0,0,0,"""MIA02"""
1327,"""MIA""",8,4,10,2,0,1,"""MIA02"""
1328,"""WAS""",2,3,0,4,0,0,"""PHI13"""
1329,"""PHI""",4,1,3,2,0,0,"""PHI13"""
1330,"""COL""",5,3,5,5,0,1,"""SFO03"""
1331,"""SFN""",10,6,8,5,0,1,"""SFO03"""
1332,"""BOS""",6,4,7,3,1,1,"""STL10"""
1333,"""SLN""",10,3,8,2,0,4,"""STL10"""
1334,"""SEA""",2,1,6,2,0,1,"""BAL12"""
1335,"""BAL""",9,2,4,3,2,1,"""BAL12"""
1336,"""MIN""",2,5,1,2,0,1,"""CLE08"""
1337,"""CLE""",3,0,5,0,0,2,"""CLE08"""
1338,"""MIL""",4,4,4,1,0,2,"""HOU03"""
1339,"""HOU""",5,2,7,1,0,2,"""HOU03"""
1340,"""OAK""",2,3,2,1,0,1,"""KAN06"""
1341,"""KCA""",6,3,6,3,0,2,"""KAN06"""
1342,"""CHA""",2,2,5,3,0,0,"""NYC21"""
1343,"""NYA""",4,3,4,3,0,2,"""NYC21"""
1344,"""ANA""",9,4,10,2,0,2,"""ARL03"""
1345,"""TEX""",3,2,2,1,0,2,"""ARL03"""
1346,"""TBA""",4,3,6,1,0,1,"""TOR02"""
1347,"""TOR""",3,0,3,0,0,1,"""TOR02"""
1348,"""DET""",8,3,7,6,2,0,"""PHO01"""
1349,"""ARI""",3,3,6,0,2,0,"""PHO01"""
1350,"""PIT""",0,1,4,0,0,0,"""CHI11"""
1351,"""CHN""",1,3,4,1,0,0,"""CHI11"""
1352,"""CIN""",0,0,2,0,1,0,"""LOS03"""
1353,"""LAN""",4,3,4,2,0,0,"""LOS03"""
1354,"""NYN""",9,2,11,4,0,0,"""MIA02"""
1355,"""MIA""",10,3,8,3,0,2,"""MIA02"""
1356,"""WAS""",3,0,9,2,0,0,"""PHI13"""
1357,"""PHI""",4,4,5,0,0,2,"""PHI13"""
1358,"""COL""",4,3,9,1,0,0,"""SFO03"""
1359,"""SFN""",14,5,8,9,0,1,"""SFO03"""
1360,"""BOS""",2,1,3,2,0,1,"""STL10"""
1361,"""SLN""",7,3,13,0,0,1,"""STL10"""
1362,"""SEA""",4,4,3,4,0,0,"""BAL12"""
1363,"""BAL""",3,6,3,1,1,1,"""BAL12"""
1364,"""MIN""",4,1,9,1,0,0,"""CLE08"""
1365,"""CLE""",11,4,12,3,0,1,"""CLE08"""
1366,"""MIL""",4,3,4,1,0,1,"""HOU03"""
1367,"""HOU""",2,2,6,1,0,1,"""HOU03"""
1368,"""OAK""",3,1,8,2,0,1,"""KAN06"""
1369,"""KCA""",5,0,7,3,0,1,"""KAN06"""
1370,"""CHA""",1,1,4,2,0,0,"""NYC21"""
1371,"""NYA""",6,5,3,2,0,4,"""NYC21"""
1372,"""ANA""",2,4,1,2,0,2,"""ARL03"""
1373,"""TEX""",3,7,5,0,0,1,"""ARL03"""
1374,"""TBA""",5,4,9,2,0,1,"""TOR02"""
1375,"""TOR""",4,0,6,4,0,0,"""TOR02"""
1376,"""DET""",4,2,5,1,1,1,"""PHO01"""
1377,"""ARI""",6,4,10,1,1,0,"""PHO01"""
1378,"""SDN""",9,4,9,2,0,3,"""ATL03"""
1379,"""ATL""",1,1,2,2,0,0,"""ATL03"""
1380,"""PIT""",3,6,8,1,0,1,"""CHI11"""
1381,"""CHN""",2,4,0,1,1,0,"""CHI11"""
1382,"""CIN""",2,4,3,3,0,0,"""LOS03"""
1383,"""LAN""",3,3,6,0,0,1,"""LOS03"""
1384,"""NYN""",7,3,9,2,0,1,"""MIA02"""
1385,"""MIA""",3,2,5,1,0,2,"""MIA02"""
1386,"""WAS""",5,4,4,1,0,2,"""PHI13"""
1387,"""PHI""",11,6,8,3,0,1,"""PHI13"""
1388,"""COL""",1,3,1,1,0,1,"""SFO03"""
1389,"""SFN""",4,2,8,0,0,1,"""SFO03"""
1390,"""BOS""",11,4,7,3,1,3,"""STL10"""
1391,"""SLN""",3,0,4,1,0,1,"""STL10"""
1392,"""SEA""",3,3,5,3,0,0,"""BAL12"""
1393,"""BAL""",6,0,8,2,0,2,"""BAL12"""
1394,"""MIN""",2,1,2,1,0,1,"""CLE08"""
1395,"""CLE""",5,2,1,1,0,2,"""CLE08"""
1396,"""MIL""",4,2,9,1,0,0,"""HOU03"""
1397,"""HOU""",9,6,8,3,0,3,"""HOU03"""
1398,"""OAK""",4,2,6,4,0,1,"""KAN06"""
1399,"""KCA""",8,4,5,3,2,0,"""KAN06"""
1400,"""CHA""",2,3,3,1,1,1,"""NYC21"""
1401,"""NYA""",7,1,6,2,0,2,"""NYC21"""
1402,"""ANA""",4,4,4,1,1,0,"""ARL03"""
1403,"""TEX""",1,2,5,1,0,1,"""ARL03"""
1404,"""TBA""",2,1,3,0,0,1,"""TOR02"""
1405,"""TOR""",5,4,3,3,0,1,"""TOR02"""
1406,"""SDN""",6,4,8,2,0,0,"""ATL03"""
1407,"""ATL""",5,3,8,2,0,2,"""ATL03"""
1408,"""SDN""",0,0,6,1,0,0,"""ATL03"""
1409,"""ATL""",3,1,8,1,1,1,"""ATL03"""
1410,"""ARI""",4,1,6,2,0,2,"""LOS03"""
1411,"""LAN""",6,2,5,0,0,3,"""LOS03"""
1412,"""MIL""",2,6,1,2,0,1,"""MIA02"""
1413,"""MIA""",3,6,7,0,0,0,"""MIA02"""
1414,"""BAL""",3,4,2,0,0,1,"""STL10"""
1415,"""SLN""",6,7,6,1,0,1,"""STL10"""
1416,"""MIN""",3,2,6,1,0,1,"""WAS11"""
1417,"""WAS""",12,2,9,3,0,2,"""WAS11"""
1418,"""NYN""",1,1,3,2,0,1,"""CLE08"""
1419,"""CLE""",3,2,3,1,0,0,"""CLE08"""
1420,"""ANA""",9,2,8,1,0,4,"""HOU03"""
1421,"""HOU""",7,4,6,2,0,2,"""HOU03"""
1422,"""DET""",3,4,4,2,0,1,"""KAN06"""
1423,"""KCA""",8,4,6,3,0,2,"""KAN06"""
1424,"""SEA""",5,3,6,0,0,1,"""NYC21"""
1425,"""NYA""",4,4,10,2,0,0,"""NYC21"""
1426,"""BOS""",5,0,3,1,1,2,"""STP01"""
1427,"""TBA""",0,1,3,0,0,0,"""STP01"""
1428,"""CHA""",3,4,7,1,0,1,"""TOR02"""
1429,"""TOR""",9,4,4,6,0,2,"""TOR02"""
1430,"""ATL""",3,5,1,2,0,2,"""CHI11"""
1431,"""CHN""",4,6,5,2,0,0,"""CHI11"""
1432,"""SDN""",0,2,5,0,0,0,"""CIN09"""
1433,"""CIN""",2,4,2,1,0,0,"""CIN09"""
1434,"""ARI""",7,2,9,1,0,2,"""LOS03"""
1435,"""LAN""",3,1,2,3,1,0,"""LOS03"""
1436,"""MIL""",7,6,6,4,1,0,"""MIA02"""
1437,"""MIA""",5,0,11,1,0,0,"""MIA02"""
1438,"""TEX""",2,2,6,2,0,1,"""PHI13"""
1439,"""PHI""",5,3,5,2,0,1,"""PHI13"""
1440,"""SFN""",6,5,6,1,0,2,"""PIT08"""
1441,"""PIT""",7,3,8,3,0,0,"""PIT08"""
1442,"""MIN""",10,4,4,1,1,4,"""WAS11"""
1443,"""WAS""",0,3,2,1,0,0,"""WAS11"""
1444,"""NYN""",6,1,5,3,0,3,"""CLE08"""
1445,"""CLE""",7,3,1,4,0,2,"""CLE08"""
1446,"""ANA""",5,4,7,2,0,2,"""HOU03"""
1447,"""HOU""",6,5,4,2,0,4,"""HOU03"""
1448,"""DET""",3,3,4,1,1,0,"""KAN06"""
1449,"""KCA""",10,1,9,1,2,3,"""KAN06"""
1450,"""SEA""",6,2,4,2,0,4,"""NYC21"""
1451,"""NYA""",3,2,3,1,0,1,"""NYC21"""
1452,"""COL""",4,1,5,0,0,3,"""OAK01"""
1453,"""OAK""",5,3,1,1,1,3,"""OAK01"""
1454,"""BOS""",5,3,5,0,0,2,"""STP01"""
1455,"""TBA""",2,1,5,2,0,0,"""STP01"""
1456,"""CHA""",5,4,6,2,0,0,"""TOR02"""
1457,"""TOR""",0,1,1,1,0,0,"""TOR02"""
1458,"""ATL""",9,2,4,2,0,3,"""CHI11"""
1459,"""CHN""",2,0,2,1,0,0,"""CHI11"""
1460,"""SDN""",7,1,10,3,0,1,"""CIN09"""
1461,"""CIN""",3,2,3,2,0,1,"""CIN09"""
1462,"""ARI""",6,2,5,1,1,2,"""LOS03"""
1463,"""LAN""",0,3,4,2,0,0,"""LOS03"""
1464,"""MIL""",0,0,4,0,0,0,"""MIA02"""
1465,"""MIA""",1,1,3,0,0,1,"""MIA02"""
1466,"""TEX""",4,5,5,0,0,2,"""PHI13"""
1467,"""PHI""",11,6,4,1,0,3,"""PHI13"""
1468,"""SFN""",9,8,10,1,0,1,"""PIT08"""
1469,"""PIT""",5,6,5,0,0,1,"""PIT08"""
1470,"""BAL""",4,2,8,0,0,0,"""STL10"""
1471,"""SLN""",5,2,4,3,0,1,"""STL10"""
1472,"""MIN""",3,0,4,1,0,2,"""WAS11"""
1473,"""WAS""",2,1,5,1,0,1,"""WAS11"""
1474,"""NYN""",3,3,2,3,0,3,"""CLE08"""
1475,"""CLE""",6,3,4,3,0,1,"""CLE08"""
1476,"""ANA""",2,4,2,0,0,1,"""HOU03"""
1477,"""HOU""",1,2,2,4,0,0,"""HOU03"""
1478,"""DET""",3,6,5,1,0,0,"""KAN06"""
1479,"""KCA""",8,4,5,3,0,1,"""KAN06"""
1480,"""SEA""",3,5,4,1,0,1,"""NYC21"""
1481,"""NYA""",7,3,3,0,0,4,"""NYC21"""
1482,"""COL""",4,5,6,4,0,2,"""OAK01"""
1483,"""OAK""",3,3,6,1,0,1,"""OAK01"""
1484,"""BOS""",8,4,6,1,0,1,"""STP01"""
1485,"""TBA""",5,6,6,1,0,1,"""STP01"""
1486,"""CHA""",2,3,5,0,0,1,"""TOR02"""
1487,"""TOR""",9,8,8,0,1,1,"""TOR02"""
1488,"""ATL""",3,3,5,0,0,1,"""CHI11"""
1489,"""CHN""",0,3,3,1,0,0,"""CHI11"""
1490,"""SDN""",6,2,8,4,0,0,"""CIN09"""
1491,"""CIN""",4,5,5,1,1,1,"""CIN09"""
1492,"""TEX""",2,3,5,0,0,1,"""PHI13"""
1493,"""PHI""",5,2,8,1,1,2,"""PHI13"""
1494,"""SFN""",7,2,10,1,0,2,"""PIT08"""
1495,"""PIT""",6,2,4,1,1,3,"""PIT08"""
1496,"""BAL""",8,6,9,2,0,2,"""CHI12"""
1497,"""CHA""",6,7,6,1,0,0,"""CHI12"""
1498,"""TOR""",9,2,6,2,2,3,"""DET05"""
1499,"""DET""",1,2,5,0,0,0,"""DET05"""
1500,"""SEA""",0,4,3,0,0,0,"""NYC21"""
1501,"""NYA""",5,5,7,2,0,2,"""NYC21"""
1502,"""COL""",9,2,6,5,0,0,"""OAK01"""
1503,"""OAK""",10,6,10,4,0,3,"""OAK01"""
1504,"""MIA""",3,1,7,1,0,1,"""PHO01"""
1505,"""ARI""",0,0,4,0,0,0,"""PHO01"""
1506,"""LAN""",6,3,5,4,0,2,"""CIN09"""
1507,"""CIN""",9,9,2,1,0,3,"""CIN09"""
1508,"""PHI""",2,2,4,1,0,2,"""DEN02"""
1509,"""COL""",3,4,7,3,0,1,"""DEN02"""
1510,"""SFN""",8,2,4,1,1,3,"""NYC20"""
1511,"""NYN""",7,4,4,2,0,3,"""NYC20"""
1512,"""ATL""",5,3,4,2,0,1,"""PIT08"""
1513,"""PIT""",11,2,7,6,0,1,"""PIT08"""
1514,"""NYA""",8,2,4,1,1,4,"""SAN02"""
1515,"""SDN""",0,3,3,0,0,0,"""SAN02"""
1516,"""SEA""",1,1,4,0,0,1,"""WAS11"""
1517,"""WAS""",6,1,5,0,0,3,"""WAS11"""
1518,"""CLE""",10,7,4,2,0,4,"""ANA01"""
1519,"""ANA""",4,2,4,2,0,3,"""ANA01"""
1520,"""MIL""",7,5,6,4,0,1,"""BOS07"""
1521,"""BOS""",2,2,6,2,0,1,"""BOS07"""
1522,"""BAL""",6,3,3,4,0,1,"""CHI12"""
1523,"""CHA""",4,2,6,2,0,1,"""CHI12"""
1524,"""TOR""",2,2,9,1,0,0,"""DET05"""
1525,"""DET""",6,4,4,1,0,2,"""DET05"""
1526,"""TEX""",2,4,3,0,0,1,"""MIN04"""
1527,"""MIN""",3,5,6,3,0,1,"""MIN04"""
1528,"""HOU""",6,2,10,1,0,1,"""OAK01"""
1529,"""OAK""",3,0,8,1,0,1,"""OAK01"""
1530,"""KCA""",8,4,8,2,0,2,"""STP01"""
1531,"""TBA""",1,2,3,1,0,0,"""STP01"""
1532,"""MIA""",2,1,7,4,0,0,"""PHO01"""
1533,"""ARI""",3,2,3,2,0,0,"""PHO01"""
1534,"""LAN""",1,2,3,1,1,0,"""CIN09"""
1535,"""CIN""",3,2,6,1,0,2,"""CIN09"""
1536,"""PHI""",8,4,8,2,1,1,"""DEN02"""
1537,"""COL""",4,3,8,1,0,0,"""DEN02"""
1538,"""SFN""",7,4,7,0,1,0,"""NYC20"""
1539,"""NYN""",2,5,1,1,0,2,"""NYC20"""
1540,"""ATL""",1,0,7,2,0,0,"""PIT08"""
1541,"""PIT""",4,3,5,2,0,0,"""PIT08"""
1542,"""NYA""",4,1,7,1,0,1,"""SAN02"""
1543,"""SDN""",1,3,2,0,1,1,"""SAN02"""
1544,"""CHN""",6,3,10,2,0,0,"""STL10"""
1545,"""SLN""",7,1,12,2,1,0,"""STL10"""
1546,"""SEA""",1,0,3,1,0,1,"""WAS11"""
1547,"""WAS""",3,0,5,1,0,0,"""WAS11"""
1548,"""CLE""",4,1,4,1,0,1,"""ANA01"""
1549,"""ANA""",3,1,5,2,0,1,"""ANA01"""
1550,"""MIL""",6,4,6,4,0,1,"""BOS07"""
1551,"""BOS""",3,4,3,2,0,0,"""BOS07"""
1552,"""BAL""",5,5,5,0,0,3,"""CHI12"""
1553,"""CHA""",3,5,4,0,1,0,"""CHI12"""
1554,"""TOR""",1,3,3,2,1,0,"""DET05"""
1555,"""DET""",2,0,5,2,0,1,"""DET05"""
1556,"""TEX""",3,2,2,2,0,1,"""MIN04"""
1557,"""MIN""",5,7,5,1,0,1,"""MIN04"""
1558,"""HOU""",1,1,4,0,0,0,"""OAK01"""
1559,"""OAK""",3,6,5,1,0,0,"""OAK01"""
1560,"""KCA""",7,6,7,3,0,1,"""STP01"""
1561,"""TBA""",4,5,4,2,0,1,"""STP01"""
1562,"""MIA""",3,2,8,1,0,0,"""PHO01"""
1563,"""ARI""",1,1,5,0,1,0,"""PHO01"""
1564,"""LAN""",1,0,2,3,0,0,"""CIN09"""
1565,"""CIN""",4,3,7,1,0,0,"""CIN09"""
1566,"""PHI""",2,2,5,0,0,0,"""DEN02"""
1567,"""COL""",5,4,4,1,0,1,"""DEN02"""
1568,"""SFN""",3,2,2,4,0,1,"""NYC20"""
1569,"""NYN""",4,2,6,2,0,0,"""NYC20"""
1570,"""ATL""",8,3,7,5,0,2,"""PIT08"""
1571,"""PIT""",1,2,4,1,0,0,"""PIT08"""
1572,"""NYA""",2,2,5,2,0,1,"""SAN02"""
1573,"""SDN""",5,5,7,2,0,0,"""SAN02"""
1574,"""CHN""",3,2,6,0,0,2,"""STL10"""
1575,"""SLN""",4,4,4,0,0,2,"""STL10"""
1576,"""SEA""",9,3,6,2,0,2,"""WAS11"""
1577,"""WAS""",5,0,6,0,0,2,"""WAS11"""
1578,"""CLE""",5,7,5,1,0,0,"""ANA01"""
1579,"""ANA""",4,2,7,1,0,1,"""ANA01"""
1580,"""MIL""",1,1,7,1,0,0,"""BOS07"""
1581,"""BOS""",2,1,7,1,1,0,"""BOS07"""
1582,"""BAL""",4,3,2,2,0,2,"""CHI12"""
1583,"""CHA""",1,4,0,0,0,1,"""CHI12"""
1584,"""TOR""",11,7,9,2,0,3,"""DET05"""
1585,"""DET""",14,4,8,5,0,4,"""DET05"""
1586,"""TEX""",6,2,5,2,0,2,"""MIN04"""
1587,"""MIN""",2,5,1,2,0,0,"""MIN04"""
1588,"""HOU""",5,5,9,1,0,1,"""OAK01"""
1589,"""OAK""",2,2,4,0,0,2,"""OAK01"""
1590,"""KCA""",1,4,5,1,0,1,"""STP01"""
1591,"""TBA""",4,2,3,2,1,0,"""STP01"""
1592,"""WAS""",8,2,10,4,0,1,"""ATL03"""
1593,"""ATL""",4,2,6,1,0,1,"""ATL03"""
1594,"""SLN""",1,0,4,0,0,1,"""CIN09"""
1595,"""CIN""",3,6,4,0,0,1,"""CIN09"""
1596,"""CLE""",6,3,6,4,0,0,"""DEN02"""
1597,"""COL""",8,4,4,3,0,1,"""DEN02"""
1598,"""CHN""",1,1,5,0,0,0,"""MIL06"""
1599,"""MIL""",5,3,4,1,0,1,"""MIL06"""
1600,"""MIA""",1,2,0,3,0,1,"""SAN02"""
1601,"""SDN""",2,3,6,1,0,1,"""SAN02"""
1602,"""PHI""",4,3,3,2,1,1,"""SFO03"""
1603,"""SFN""",8,2,8,4,0,0,"""SFO03"""
1604,"""BOS""",3,7,7,0,1,0,"""BAL12"""
1605,"""BAL""",11,2,7,6,1,0,"""BAL12"""
1606,"""TOR""",5,6,2,1,0,3,"""CHI12"""
1607,"""CHA""",1,1,8,1,0,1,"""CHI12"""
1608,"""KCA""",5,0,9,1,0,0,"""MIN04"""
1609,"""MIN""",6,2,5,0,0,2,"""MIN04"""
1610,"""HOU""",2,2,5,1,0,0,"""SEA03"""
1611,"""SEA""",3,5,5,1,0,0,"""SEA03"""
1612,"""WAS""",0,1,6,1,0,0,"""ATL03"""
1613,"""ATL""",2,3,3,1,0,1,"""ATL03"""
1614,"""SLN""",7,3,8,3,0,2,"""CIN09"""
1615,"""CIN""",1,3,1,2,0,1,"""CIN09"""
1616,"""CLE""",13,5,6,3,0,4,"""DEN02"""
1617,"""COL""",7,5,7,1,0,2,"""DEN02"""
1618,"""CHN""",6,5,7,1,0,1,"""MIL06"""
1619,"""MIL""",3,4,3,0,0,0,"""MIL06"""
1620,"""LAN""",5,1,9,1,0,1,"""NYC20"""
1621,"""NYN""",2,5,3,0,0,1,"""NYC20"""
1622,"""LAN""",3,1,5,3,0,2,"""NYC20"""
1623,"""NYN""",0,1,3,0,0,0,"""NYC20"""
1624,"""MIA""",0,0,5,1,0,0,"""SAN02"""
1625,"""SDN""",4,2,7,1,0,1,"""SAN02"""
1626,"""PHI""",0,2,6,1,0,0,"""SFO03"""
1627,"""SFN""",1,5,4,0,0,0,"""SFO03"""
1628,"""NYA""",3,2,7,1,0,1,"""ANA01"""
1629,"""ANA""",4,0,7,1,0,1,"""ANA01"""
1630,"""BOS""",8,2,6,2,1,2,"""BAL12"""
1631,"""BAL""",3,3,7,1,0,0,"""BAL12"""
1632,"""TOR""",7,8,10,3,0,0,"""CHI12"""
1633,"""CHA""",2,1,4,3,1,0,"""CHI12"""
1634,"""KCA""",2,2,3,2,0,0,"""MIN04"""
1635,"""MIN""",4,3,7,2,1,0,"""MIN04"""
1636,"""HOU""",2,2,4,0,0,1,"""SEA03"""
1637,"""SEA""",4,1,4,3,0,0,"""SEA03"""
1638,"""OAK""",3,4,5,0,0,1,"""STP01"""
1639,"""TBA""",0,2,3,0,0,0,"""STP01"""
1640,"""ARI""",2,2,6,2,0,0,"""ARL03"""
1641,"""TEX""",4,1,4,1,0,1,"""ARL03"""
1642,"""WAS""",7,3,9,3,0,1,"""ATL03"""
1643,"""ATL""",2,0,5,3,0,0,"""ATL03"""
1644,"""SLN""",5,4,8,2,0,2,"""CIN09"""
1645,"""CIN""",3,5,6,2,0,0,"""CIN09"""
1646,"""CLE""",4,3,6,2,0,0,"""DEN02"""
1647,"""COL""",7,4,6,2,0,1,"""DEN02"""
1648,"""CHN""",6,3,7,1,0,1,"""MIL06"""
1649,"""MIL""",10,2,4,3,0,3,"""MIL06"""
1650,"""LAN""",10,4,8,3,1,4,"""NYC20"""
1651,"""NYN""",3,3,7,1,0,1,"""NYC20"""
1652,"""MIA""",9,2,12,2,1,1,"""SAN02"""
1653,"""SDN""",1,1,7,0,0,1,"""SAN02"""
1654,"""PHI""",6,4,9,3,0,2,"""SFO03"""
1655,"""SFN""",1,2,5,1,0,0,"""SFO03"""
1656,"""NYA""",2,9,4,0,1,1,"""ANA01"""
1657,"""ANA""",1,3,2,0,0,1,"""ANA01"""
