,team,runs,BB,1B,2B,3B,HR,ParkID
1658,"""BOS""",1,3,6,0,0,0,"""BAL12"""
1659,"""BAL""",6,2,4,0,0,2,"""BAL12"""
1660,"""TOR""",3,6,6,1,0,0,"""CHI12"""
1661,"""CHA""",1,2,1,2,0,1,"""CHI12"""
1662,"""PIT""",0,1,3,0,0,0,"""DET05"""
1663,"""DET""",8,2,7,1,1,1,"""DET05"""
1664,"""PIT""",10,3,7,3,1,2,"""DET05"""
1665,"""DET""",2,3,3,0,0,1,"""DET05"""
1666,"""KCA""",6,1,5,2,0,3,"""MIN04"""
1667,"""MIN""",1,4,7,1,0,0,"""MIN04"""
1668,"""HOU""",1,0,7,0,0,0,"""SEA03"""
1669,"""SEA""",2,4,3,0,0,1,"""SEA03"""
1670,"""OAK""",3,1,3,2,1,0,"""STP01"""
1671,"""TBA""",4,3,3,5,1,0,"""STP01"""
1672,"""ARI""",1,5,8,1,0,0,"""ARL03"""
1673,"""TEX""",6,5,6,1,0,1,"""ARL03"""
1674,"""WAS""",3,3,5,3,0,0,"""ATL03"""
1675,"""ATL""",1,3,2,2,1,0,"""ATL03"""
1676,"""CHN""",4,1,4,2,0,3,"""MIL06"""
1677,"""MIL""",6,3,6,2,0,1,"""MIL06"""
1678,"""ARI""",2,3,2,2,0,0,"""NYC20"""
1679,"""NYN""",3,3,6,1,0,2,"""NYC20"""
1680,"""NYA""",8,8,2,1,1,1,"""ANA01"""
1681,"""ANA""",3,3,2,1,0,1,"""ANA01"""
1682,"""DET""",5,2,3,1,1,3,"""BOS07"""
1683,"""BOS""",0,1,2,0,0,0,"""BOS07"""
1684,"""KCA""",6,4,4,1,0,2,"""MIN04"""
1685,"""MIN""",7,3,6,0,1,2,"""MIN04"""
1686,"""HOU""",4,1,5,1,1,2,"""SEA03"""
1687,"""SEA""",0,3,4,0,0,0,"""SEA03"""
1688,"""OAK""",5,2,5,5,0,1,"""STP01"""
1689,"""TBA""",6,7,2,1,0,3,"""STP01"""
1690,"""OAK""",2,4,4,2,0,0,"""ATL03"""
1691,"""ATL""",4,2,4,2,0,0,"""ATL03"""
1692,"""CIN""",5,7,5,2,0,1,"""CHI11"""
1693,"""CHN""",4,4,5,2,0,1,"""CHI11"""
1694,"""COL""",4,6,5,0,1,1,"""LOS03"""
1695,"""LAN""",1,2,4,1,0,0,"""LOS03"""
1696,"""TEX""",2,1,3,2,0,1,"""MIA02"""
1697,"""MIA""",8,4,8,2,0,2,"""MIA02"""
1698,"""CHA""",5,1,6,2,0,1,"""MIL06"""
1699,"""MIL""",12,6,18,5,0,0,"""MIL06"""
1700,"""ARI""",9,3,6,0,0,3,"""NYC20"""
1701,"""NYN""",10,4,8,5,1,1,"""NYC20"""
1702,"""SLN""",2,2,1,0,0,2,"""PHI13"""
1703,"""PHI""",4,1,3,3,0,1,"""PHI13"""
1704,"""NYA""",6,0,4,2,0,2,"""SFO03"""
1705,"""SFN""",2,2,5,1,0,0,"""SFO03"""
1706,"""TBA""",1,5,3,2,0,0,"""BAL12"""
1707,"""BAL""",3,3,9,2,0,0,"""BAL12"""
1708,"""DET""",3,2,4,2,0,1,"""BOS07"""
1709,"""BOS""",7,2,6,4,0,2,"""BOS07"""
1710,"""WAS""",1,1,3,1,0,0,"""CLE08"""
1711,"""CLE""",7,6,7,1,0,1,"""CLE08"""
1712,"""MIN""",6,4,1,2,1,2,"""HOU03"""
1713,"""HOU""",1,1,5,0,0,1,"""HOU03"""
1714,"""SDN""",11,2,16,2,0,0,"""KAN06"""
1715,"""KCA""",8,2,9,3,0,1,"""KAN06"""
1716,"""ANA""",4,2,5,1,0,1,"""SEA03"""
1717,"""SEA""",5,2,4,4,0,1,"""SEA03"""
1718,"""PIT""",3,1,6,0,0,0,"""TOR02"""
1719,"""TOR""",5,7,3,2,0,1,"""TOR02"""
1720,"""OAK""",11,1,10,3,1,2,"""ATL03"""
1721,"""ATL""",9,4,7,4,0,2,"""ATL03"""
1722,"""CIN""",5,4,8,2,0,0,"""CHI11"""
1723,"""CHN""",7,6,2,1,1,2,"""CHI11"""
1724,"""COL""",1,1,6,3,0,0,"""LOS03"""
1725,"""LAN""",4,4,8,2,1,0,"""LOS03"""
1726,"""TEX""",7,3,10,3,0,0,"""MIA02"""
1727,"""MIA""",0,3,6,1,0,0,"""MIA02"""
1728,"""CHA""",3,0,6,0,0,2,"""MIL06"""
1729,"""MIL""",4,5,6,1,0,0,"""MIL06"""
1730,"""ARI""",10,5,9,1,0,1,"""NYC20"""
1731,"""NYN""",5,2,7,3,0,2,"""NYC20"""
1732,"""SLN""",1,0,2,3,0,0,"""PHI13"""
1733,"""PHI""",6,4,4,2,0,1,"""PHI13"""
1734,"""NYA""",7,1,6,1,2,2,"""SFO03"""
1735,"""SFN""",3,3,3,1,0,1,"""SFO03"""
1736,"""TBA""",5,4,9,0,1,0,"""BAL12"""
1737,"""BAL""",9,3,5,1,0,4,"""BAL12"""
1738,"""DET""",3,1,3,3,0,1,"""BOS07"""
1739,"""BOS""",6,2,6,2,0,2,"""BOS07"""
1740,"""WAS""",2,2,5,1,0,0,"""CLE08"""
1741,"""CLE""",3,5,4,1,0,0,"""CLE08"""
1742,"""MIN""",2,4,4,0,0,0,"""HOU03"""
1743,"""HOU""",5,3,5,1,0,4,"""HOU03"""
1744,"""SDN""",7,4,6,2,1,2,"""KAN06"""
1745,"""KCA""",3,3,5,2,0,1,"""KAN06"""
1746,"""ANA""",0,1,5,1,0,0,"""SEA03"""
1747,"""SEA""",9,7,6,1,0,2,"""SEA03"""
1748,"""PIT""",8,2,7,2,0,2,"""TOR02"""
1749,"""TOR""",1,1,5,0,1,0,"""TOR02"""
1750,"""OAK""",1,7,1,0,0,1,"""ATL03"""
1751,"""ATL""",3,5,3,4,0,0,"""ATL03"""
1752,"""CIN""",5,3,8,1,0,1,"""CHI11"""
1753,"""CHN""",2,2,7,1,0,0,"""CHI11"""
1754,"""COL""",0,3,4,1,0,0,"""LOS03"""
1755,"""LAN""",4,7,6,0,0,2,"""LOS03"""
1756,"""TEX""",6,4,8,1,0,1,"""MIA02"""
1757,"""MIA""",0,0,7,0,0,0,"""MIA02"""
1758,"""CHA""",3,3,3,1,0,1,"""MIL06"""
1759,"""MIL""",6,4,7,1,0,1,"""MIL06"""
1760,"""ARI""",5,3,2,4,0,3,"""NYC20"""
1761,"""NYN""",4,2,2,1,2,0,"""NYC20"""
1762,"""SLN""",5,3,6,1,0,2,"""PHI13"""
1763,"""PHI""",4,2,6,1,0,0,"""PHI13"""
1764,"""NYA""",7,5,6,2,1,2,"""SFO03"""
1765,"""SFN""",5,1,7,2,0,2,"""SFO03"""
1766,"""TBA""",4,1,9,3,0,1,"""BAL12"""
1767,"""BAL""",3,2,13,1,0,1,"""BAL12"""
1768,"""DET""",8,3,10,4,0,0,"""BOS07"""
1769,"""BOS""",4,6,5,1,1,1,"""BOS07"""
1770,"""WAS""",5,2,5,3,0,0,"""CLE08"""
1771,"""CLE""",2,1,4,2,0,0,"""CLE08"""
1772,"""MIN""",4,2,3,2,0,2,"""HOU03"""
1773,"""HOU""",3,3,4,0,0,2,"""HOU03"""
1774,"""SDN""",3,2,8,2,0,0,"""KAN06"""
1775,"""KCA""",4,3,6,0,1,0,"""KAN06"""
1776,"""ANA""",1,4,3,1,0,0,"""SEA03"""
1777,"""SEA""",5,4,2,2,0,1,"""SEA03"""
1778,"""PIT""",4,3,9,2,0,0,"""TOR02"""
1779,"""TOR""",5,1,8,3,0,0,"""TOR02"""
1780,"""SFN""",2,0,5,2,0,1,"""PHO01"""
1781,"""ARI""",4,0,4,2,1,2,"""PHO01"""
1782,"""CIN""",13,0,12,3,1,2,"""DEN02"""
1783,"""COL""",3,1,5,3,0,1,"""DEN02"""
1784,"""MIL""",1,3,4,0,0,1,"""PHI13"""
1785,"""PHI""",3,1,6,0,0,1,"""PHI13"""
1786,"""NYN""",8,4,10,2,0,1,"""WAS11"""
1787,"""WAS""",7,6,10,0,0,1,"""WAS11"""
1788,"""SDN""",1,4,1,4,0,1,"""ANA01"""
1789,"""ANA""",2,0,3,1,0,0,"""ANA01"""
1790,"""SLN""",4,3,4,1,0,3,"""HOU03"""
1791,"""HOU""",7,3,4,2,0,3,"""HOU03"""
1792,"""DET""",2,0,1,1,0,2,"""ARL03"""
1793,"""TEX""",1,2,5,1,1,1,"""ARL03"""
1794,"""BAL""",7,1,4,2,0,4,"""TOR02"""
1795,"""TOR""",2,0,5,1,1,1,"""TOR02"""
1796,"""SFN""",5,7,4,1,0,1,"""PHO01"""
1797,"""ARI""",8,2,10,3,0,0,"""PHO01"""
1798,"""CHA""",6,2,5,2,0,2,"""CHI11"""
1799,"""CHN""",7,1,3,3,0,2,"""CHI11"""
1800,"""CIN""",4,0,8,3,0,1,"""DEN02"""
1801,"""COL""",1,2,1,2,0,0,"""DEN02"""
1802,"""TBA""",9,4,8,3,0,1,"""MIA02"""
1803,"""MIA""",5,0,9,1,1,1,"""MIA02"""
1804,"""MIL""",1,1,6,1,0,0,"""PHI13"""
1805,"""PHI""",2,6,4,3,0,1,"""PHI13"""
1806,"""LAN""",0,4,2,3,0,0,"""PIT08"""
1807,"""PIT""",1,2,2,1,0,1,"""PIT08"""
1808,"""NYN""",6,2,8,2,1,2,"""WAS11"""
1809,"""WAS""",3,4,6,0,0,0,"""WAS11"""
1810,"""SDN""",2,2,7,0,0,0,"""ANA01"""
1811,"""ANA""",4,6,4,1,0,0,"""ANA01"""
1812,"""ATL""",8,2,4,2,0,2,"""BOS07"""
1813,"""BOS""",3,1,4,0,0,1,"""BOS07"""
1814,"""KCA""",5,3,6,1,0,3,"""CLE08"""
1815,"""CLE""",8,3,4,1,0,2,"""CLE08"""
1816,"""SLN""",5,5,6,2,0,3,"""HOU03"""
1817,"""HOU""",8,3,8,1,0,1,"""HOU03"""
1818,"""MIN""",1,3,0,1,0,1,"""NYC21"""
1819,"""NYA""",5,4,3,1,0,2,"""NYC21"""
1820,"""SEA""",4,2,6,4,0,0,"""OAK01"""
1821,"""OAK""",3,6,6,2,0,0,"""OAK01"""
1822,"""DET""",3,1,2,1,1,2,"""ARL03"""
1823,"""TEX""",1,3,5,0,0,0,"""ARL03"""
1824,"""BAL""",10,4,3,3,0,3,"""TOR02"""
1825,"""TOR""",1,1,4,0,0,1,"""TOR02"""
1826,"""SFN""",9,10,10,1,0,3,"""PHO01"""
1827,"""ARI""",3,5,8,0,0,1,"""PHO01"""
1828,"""CHA""",6,4,10,1,0,2,"""CHI11"""
1829,"""CHN""",7,3,7,0,0,1,"""CHI11"""
1830,"""CIN""",12,6,7,0,1,4,"""DEN02"""
1831,"""COL""",7,1,8,4,0,1,"""DEN02"""
1832,"""TBA""",5,3,3,5,0,0,"""MIA02"""
1833,"""MIA""",3,0,6,1,0,0,"""MIA02"""
1834,"""MIL""",0,1,2,1,0,0,"""PHI13"""
1835,"""PHI""",2,5,2,0,0,1,"""PHI13"""
1836,"""LAN""",6,2,6,3,0,2,"""PIT08"""
1837,"""PIT""",10,5,8,1,0,0,"""PIT08"""
1838,"""NYN""",9,3,5,2,1,3,"""WAS11"""
1839,"""WAS""",1,0,7,0,0,0,"""WAS11"""
1840,"""SDN""",2,1,7,1,0,0,"""ANA01"""
1841,"""ANA""",3,1,4,0,0,2,"""ANA01"""
1842,"""ATL""",0,2,1,0,0,0,"""BOS07"""
1843,"""BOS""",9,3,5,4,1,3,"""BOS07"""
1844,"""SLN""",4,2,2,2,0,1,"""HOU03"""
1845,"""HOU""",2,1,3,0,0,2,"""HOU03"""
1846,"""MIN""",5,0,1,2,1,2,"""NYC21"""
1847,"""NYA""",9,6,5,2,2,0,"""NYC21"""
1848,"""SEA""",1,2,2,1,0,1,"""OAK01"""
1849,"""OAK""",2,0,3,1,0,1,"""OAK01"""
1850,"""DET""",1,1,1,0,0,1,"""ARL03"""
1851,"""TEX""",9,6,8,2,0,2,"""ARL03"""
1852,"""BAL""",2,4,4,1,0,1,"""TOR02"""
1853,"""TOR""",3,1,6,3,0,0,"""TOR02"""
1854,"""CHN""",4,3,1,2,0,2,"""CIN09"""
1855,"""CIN""",8,6,7,1,0,1,"""CIN09"""
1856,"""LAN""",11,7,7,4,0,3,"""PIT08"""
1857,"""PIT""",7,1,11,0,0,2,"""PIT08"""
1858,"""ARI""",4,3,4,3,0,2,"""SAN02"""
1859,"""SDN""",3,3,6,3,0,1,"""SAN02"""
1860,"""COL""",3,5,4,0,0,0,"""STL10"""
1861,"""SLN""",2,6,8,0,0,0,"""STL10"""
1862,"""ATL""",5,0,3,2,0,2,"""WAS11"""
1863,"""WAS""",2,1,4,0,0,2,"""WAS11"""
1864,"""BOS""",14,5,18,3,0,3,"""CHI12"""
1865,"""CHA""",2,1,2,1,0,1,"""CHI12"""
1866,"""KCA""",4,3,4,6,0,0,"""CLE08"""
1867,"""CLE""",3,4,7,1,0,1,"""CLE08"""
1868,"""MIN""",5,4,5,3,0,2,"""NYC21"""
1869,"""NYA""",8,8,5,1,0,1,"""NYC21"""
1870,"""SEA""",3,5,3,0,0,1,"""OAK01"""
1871,"""OAK""",0,0,1,1,0,0,"""OAK01"""
1872,"""BAL""",5,2,2,1,0,3,"""TOR02"""
1873,"""TOR""",6,5,5,1,0,1,"""TOR02"""
1874,"""CHN""",2,3,3,2,0,1,"""CIN09"""
1875,"""CIN""",3,1,3,2,0,0,"""CIN09"""
1876,"""CLE""",2,2,2,2,1,1,"""MIA02"""
1877,"""MIA""",3,3,3,2,0,2,"""MIA02"""
1878,"""MIN""",0,2,7,1,0,0,"""PIT08"""
1879,"""PIT""",3,2,0,2,0,2,"""PIT08"""
1880,"""ARI""",3,2,6,1,0,2,"""SAN02"""
1881,"""SDN""",10,3,9,2,0,3,"""SAN02"""
1882,"""COL""",5,3,8,1,1,0,"""STL10"""
1883,"""SLN""",8,2,10,2,0,0,"""STL10"""
1884,"""ATL""",1,2,2,4,0,0,"""WAS11"""
1885,"""WAS""",2,2,3,1,1,0,"""WAS11"""
1886,"""HOU""",7,3,8,1,0,2,"""ANA01"""
1887,"""ANA""",1,1,2,1,0,1,"""ANA01"""
1888,"""BOS""",2,2,6,0,0,0,"""CHI12"""
1889,"""CHA""",7,2,4,1,0,3,"""CHI12"""
1890,"""MIL""",10,3,11,3,2,0,"""DET05"""
1891,"""DET""",0,4,2,0,0,0,"""DET05"""
1892,"""SEA""",9,8,3,6,0,1,"""KAN06"""
1893,"""KCA""",10,7,8,0,1,1,"""KAN06"""
1894,"""LAN""",2,6,2,2,0,0,"""NYC21"""
1895,"""NYA""",1,3,4,1,0,0,"""NYC21"""
1896,"""TOR""",1,2,4,1,0,0,"""OAK01"""
1897,"""OAK""",2,2,4,0,0,1,"""OAK01"""
1898,"""BAL""",6,1,4,2,0,3,"""STP01"""
1899,"""TBA""",3,1,5,3,0,1,"""STP01"""
1900,"""SFN""",5,5,8,0,0,3,"""ARL03"""
1901,"""TEX""",2,0,4,1,0,0,"""ARL03"""
1902,"""CHN""",3,5,5,5,0,0,"""CIN09"""
1903,"""CIN""",4,2,3,1,0,2,"""CIN09"""
1904,"""CLE""",8,7,8,2,0,2,"""MIA02"""
1905,"""MIA""",0,2,3,1,0,0,"""MIA02"""
1906,"""PHI""",7,1,6,2,0,3,"""LON01"""
1907,"""NYN""",2,3,6,4,0,0,"""LON01"""
1908,"""MIN""",0,1,6,0,0,0,"""PIT08"""
1909,"""PIT""",4,2,9,0,0,1,"""PIT08"""
1910,"""ARI""",1,3,4,1,0,0,"""SAN02"""
1911,"""SDN""",13,6,6,5,0,3,"""SAN02"""
1912,"""COL""",6,2,8,2,0,2,"""STL10"""
1913,"""SLN""",5,1,3,1,0,1,"""STL10"""
1914,"""ATL""",3,1,4,2,0,1,"""WAS11"""
1915,"""WAS""",7,1,7,4,0,1,"""WAS11"""
1916,"""HOU""",6,1,7,2,1,1,"""ANA01"""
1917,"""ANA""",1,7,5,0,0,1,"""ANA01"""
1918,"""BOS""",1,6,4,0,0,1,"""CHI12"""
1919,"""CHA""",6,4,7,1,0,2,"""CHI12"""
1920,"""MIL""",5,3,9,1,0,0,"""DET05"""
1921,"""DET""",4,5,5,0,0,0,"""DET05"""
1922,"""SEA""",4,2,5,0,0,2,"""KAN06"""
1923,"""KCA""",8,4,4,4,0,1,"""KAN06"""
1924,"""LAN""",11,7,6,2,0,3,"""NYC21"""
1925,"""NYA""",3,3,7,1,0,2,"""NYC21"""
1926,"""TOR""",7,8,4,5,0,1,"""OAK01"""
1927,"""OAK""",0,1,5,0,0,0,"""OAK01"""
1928,"""BAL""",5,6,4,2,1,2,"""STP01"""
1929,"""TBA""",0,0,2,0,0,0,"""STP01"""
1930,"""SFN""",3,4,4,1,0,1,"""ARL03"""
1931,"""TEX""",1,4,5,0,0,0,"""ARL03"""
1932,"""CHN""",4,6,7,4,0,0,"""CIN09"""
1933,"""CIN""",2,2,4,0,0,1,"""CIN09"""
1934,"""CLE""",6,4,6,2,0,2,"""MIA02"""
1935,"""MIA""",3,0,1,2,0,2,"""MIA02"""
1936,"""NYN""",6,5,6,1,0,0,"""LON01"""
1937,"""PHI""",5,6,8,1,0,1,"""LON01"""
1938,"""MIN""",11,6,8,4,1,0,"""PIT08"""
1939,"""PIT""",5,5,7,2,1,0,"""PIT08"""
1940,"""ARI""",9,4,13,1,0,1,"""SAN02"""
1941,"""SDN""",3,3,5,0,0,2,"""SAN02"""
1942,"""COL""",1,2,4,1,0,0,"""STL10"""
1943,"""SLN""",5,2,8,1,0,1,"""STL10"""
1944,"""ATL""",5,5,7,0,0,1,"""WAS11"""
1945,"""WAS""",8,8,5,1,0,1,"""WAS11"""
1946,"""HOU""",7,3,9,4,0,1,"""ANA01"""
1947,"""ANA""",9,2,9,3,0,1,"""ANA01"""
1948,"""BOS""",6,3,5,1,1,1,"""CHI12"""
1949,"""CHA""",4,4,4,3,0,1,"""CHI12"""
1950,"""MIL""",2,2,5,1,1,0,"""DET05"""
1951,"""DET""",10,3,8,3,0,1,"""DET05"""
1952,"""SEA""",6,3,7,2,0,1,"""KAN06"""
1953,"""KCA""",5,0,5,1,1,2,"""KAN06"""
1954,"""LAN""",4,2,4,4,0,1,"""NYC21"""
1955,"""NYA""",6,2,4,2,0,3,"""NYC21"""
1956,"""TOR""",6,3,5,2,0,0,"""OAK01"""
1957,"""OAK""",4,2,5,1,0,1,"""OAK01"""
1958,"""BAL""",9,3,6,2,3,2,"""STP01"""
1959,"""TBA""",2,3,5,1,0,0,"""STP01"""
1960,"""SFN""",2,1,4,0,0,1,"""ARL03"""
1961,"""TEX""",7,3,6,1,1,1,"""ARL03"""
1962,"""TOR""",1,0,2,1,0,1,"""MIL06"""
1963,"""MIL""",3,2,4,0,0,2,"""MIL06"""
1964,"""OAK""",1,3,6,1,0,1,"""SAN02"""
1965,"""SDN""",6,5,5,3,0,2,"""SAN02"""
1966,"""HOU""",3,1,7,1,1,0,"""SFO03"""
1967,"""SFN""",4,4,8,0,1,0,"""SFO03"""
1968,"""NYA""",4,1,9,0,0,0,"""KAN06"""
1969,"""KCA""",2,1,6,1,0,0,"""KAN06"""
1970,"""COL""",0,1,6,0,0,0,"""MIN04"""
1971,"""MIN""",5,2,3,3,0,1,"""MIN04"""
1972,"""CHA""",4,3,5,2,0,2,"""SEA03"""
1973,"""SEA""",8,4,8,1,0,2,"""SEA03"""
1974,"""BAL""",5,1,7,2,0,2,"""STP01"""
1975,"""TBA""",2,3,4,0,0,1,"""STP01"""
1976,"""ANA""",4,2,6,4,0,1,"""PHO01"""
1977,"""ARI""",9,6,8,4,2,1,"""PHO01"""
1978,"""CLE""",5,5,5,3,0,1,"""CIN09"""
1979,"""CIN""",3,3,4,2,0,0,"""CIN09"""
1980,"""TEX""",2,2,4,0,0,1,"""LOS03"""
1981,"""LAN""",15,8,8,1,0,5,"""LOS03"""
1982,"""TOR""",3,3,7,2,0,0,"""MIL06"""
1983,"""MIL""",0,5,4,1,0,0,"""MIL06"""
1984,"""MIA""",4,2,4,2,0,0,"""NYC20"""
1985,"""NYN""",2,2,3,1,0,0,"""NYC20"""
1986,"""OAK""",3,3,6,1,0,2,"""SAN02"""
1987,"""SDN""",4,5,7,2,0,1,"""SAN02"""
1988,"""HOU""",3,1,5,2,0,0,"""SFO03"""
1989,"""SFN""",1,2,1,1,0,1,"""SFO03"""
1990,"""PIT""",2,3,1,1,1,0,"""STL10"""
1991,"""SLN""",1,1,6,1,0,1,"""STL10"""
1992,"""ATL""",0,5,4,0,1,0,"""BAL12"""
1993,"""BAL""",4,2,5,0,0,1,"""BAL12"""
1994,"""PHI""",4,2,4,1,0,2,"""BOS07"""
1995,"""BOS""",1,1,3,1,0,0,"""BOS07"""
1996,"""WAS""",5,4,4,0,1,0,"""DET05"""
1997,"""DET""",4,4,4,1,1,0,"""DET05"""
1998,"""NYA""",10,3,6,0,1,3,"""KAN06"""
1999,"""KCA""",1,5,2,1,1,1,"""KAN06"""
2000,"""COL""",5,2,4,1,0,2,"""MIN04"""
2001,"""MIN""",4,2,5,1,0,2,"""MIN04"""
2002,"""CHA""",3,1,8,0,0,2,"""SEA03"""
2003,"""SEA""",4,4,1,4,0,0,"""SEA03"""
2004,"""CHN""",2,1,8,1,0,1,"""STP01"""
2005,"""TBA""",5,4,6,1,0,1,"""STP01"""
2006,"""ANA""",8,5,8,4,0,2,"""PHO01"""
2007,"""ARI""",3,2,4,0,0,2,"""PHO01"""
2008,"""CLE""",2,4,6,1,0,0,"""CIN09"""
2009,"""CIN""",4,2,4,0,0,2,"""CIN09"""
2010,"""TEX""",3,2,6,1,0,1,"""LOS03"""
2011,"""LAN""",2,4,5,1,0,1,"""LOS03"""
2012,"""TOR""",4,2,5,1,0,1,"""MIL06"""
2013,"""MIL""",5,5,10,0,0,1,"""MIL06"""
2014,"""MIA""",4,2,6,3,0,0,"""NYC20"""
2015,"""NYN""",10,2,9,2,0,3,"""NYC20"""
2016,"""OAK""",4,4,9,1,0,0,"""SAN02"""
2017,"""SDN""",5,2,2,0,0,4,"""SAN02"""
2018,"""HOU""",3,0,7,1,0,1,"""SFO03"""
2019,"""SFN""",5,3,8,2,0,0,"""SFO03"""
2020,"""PIT""",2,1,2,3,0,1,"""STL10"""
2021,"""SLN""",4,1,10,1,0,0,"""STL10"""
2022,"""ATL""",2,0,6,0,0,1,"""BAL12"""
2023,"""BAL""",4,2,5,3,0,1,"""BAL12"""
2024,"""PHI""",6,7,4,4,1,0,"""BOS07"""
2025,"""BOS""",8,6,9,2,1,1,"""BOS07"""
2026,"""WAS""",7,5,9,3,0,1,"""DET05"""
2027,"""DET""",5,1,9,1,0,2,"""DET05"""
2028,"""NYA""",11,4,8,0,0,3,"""KAN06"""
2029,"""KCA""",5,6,10,1,0,0,"""KAN06"""
2030,"""COL""",9,3,5,6,0,1,"""MIN04"""
2031,"""MIN""",17,2,15,7,0,2,"""MIN04"""
2032,"""CHA""",1,3,1,1,0,1,"""SEA03"""
2033,"""SEA""",2,3,4,1,0,1,"""SEA03"""
2034,"""CHN""",4,2,7,0,0,2,"""STP01"""
2035,"""TBA""",3,3,3,2,0,2,"""STP01"""
2036,"""ANA""",1,4,4,2,0,0,"""PHO01"""
2037,"""ARI""",11,6,3,3,0,3,"""PHO01"""
2038,"""TEX""",3,6,6,1,0,0,"""LOS03"""
2039,"""LAN""",1,2,4,0,0,1,"""LOS03"""
2040,"""MIA""",2,3,5,1,0,2,"""NYC20"""
2041,"""NYN""",3,4,1,1,0,1,"""NYC20"""
2042,"""PIT""",3,5,7,0,0,0,"""STL10"""
2043,"""SLN""",4,0,4,0,2,2,"""STL10"""
2044,"""ATL""",6,1,7,5,0,0,"""BAL12"""
2045,"""BAL""",3,2,4,1,0,1,"""BAL12"""
2046,"""PHI""",3,1,9,1,0,0,"""BOS07"""
2047,"""BOS""",9,3,6,7,0,1,"""BOS07"""
2048,"""WAS""",2,2,3,2,0,0,"""DET05"""
2049,"""DET""",7,3,7,2,0,1,"""DET05"""
2050,"""NYA""",3,2,3,1,0,1,"""KAN06"""
2051,"""KCA""",4,4,6,3,0,0,"""KAN06"""
2052,"""OAK""",2,1,3,0,0,1,"""MIN04"""
2053,"""MIN""",6,2,12,0,0,1,"""MIN04"""
2054,"""CHA""",3,3,6,0,0,2,"""SEA03"""
2055,"""SEA""",2,2,0,1,0,2,"""SEA03"""
2056,"""CHN""",2,3,3,0,0,0,"""STP01"""
2057,"""TBA""",3,2,7,0,0,0,"""STP01"""
2058,"""CHA""",1,1,6,2,0,0,"""PHO01"""
2059,"""ARI""",7,3,7,1,0,2,"""PHO01"""
2060,"""TBA""",3,3,4,4,0,0,"""ATL03"""
2061,"""ATL""",7,1,6,4,0,2,"""ATL03"""
2062,"""SLN""",3,1,6,2,0,1,"""CHI11"""
2063,"""CHN""",0,3,3,0,0,0,"""CHI11"""
2064,"""PIT""",5,1,5,1,0,3,"""DEN02"""
2065,"""COL""",2,4,5,2,1,1,"""DEN02"""
2066,"""KCA""",3,2,4,0,0,1,"""LOS03"""
2067,"""LAN""",4,1,6,0,0,2,"""LOS03"""
2068,"""CIN""",6,2,5,2,1,2,"""MIL06"""
2069,"""MIL""",5,8,7,0,0,1,"""MIL06"""
2070,"""SDN""",1,2,4,0,0,1,"""NYC20"""
2071,"""NYN""",2,3,3,1,0,0,"""NYC20"""
2072,"""ANA""",8,6,5,4,1,1,"""SFO03"""
2073,"""SFN""",6,7,8,1,0,1,"""SFO03"""
2074,"""MIA""",1,2,6,1,0,0,"""WAS11"""
2075,"""WAS""",8,2,9,2,0,1,"""WAS11"""
2076,"""PHI""",5,3,4,1,0,2,"""BAL12"""
2077,"""BAL""",3,3,4,3,0,1,"""BAL12"""
2078,"""NYA""",8,4,5,3,0,2,"""BOS07"""
2079,"""BOS""",1,7,4,1,0,0,"""BOS07"""
2080,"""DET""",0,0,5,0,0,0,"""HOU03"""
2081,"""HOU""",4,1,2,2,1,1,"""HOU03"""
2082,"""OAK""",5,6,3,0,1,1,"""MIN04"""
2083,"""MIN""",6,4,8,0,1,1,"""MIN04"""
2084,"""TEX""",2,2,2,3,0,0,"""SEA03"""
2085,"""SEA""",3,4,7,0,0,1,"""SEA03"""
2086,"""CLE""",3,0,4,4,0,1,"""TOR02"""
2087,"""TOR""",1,4,1,2,0,0,"""TOR02"""
2088,"""CHA""",9,5,6,2,0,4,"""PHO01"""
2089,"""ARI""",2,0,7,3,0,0,"""PHO01"""
2090,"""TBA""",2,6,4,1,0,1,"""ATL03"""
2091,"""ATL""",9,5,7,0,0,4,"""ATL03"""
2092,"""SLN""",1,0,3,1,0,0,"""CHI11"""
2093,"""CHN""",5,5,8,0,0,1,"""CHI11"""
2094,"""PIT""",4,1,7,0,1,2,"""DEN02"""
2095,"""COL""",16,6,6,6,1,3,"""DEN02"""
2096,"""KCA""",7,6,4,1,1,1,"""LOS03"""
2097,"""LAN""",2,3,4,2,0,0,"""LOS03"""
2098,"""CIN""",1,3,4,1,0,0,"""MIL06"""
2099,"""MIL""",3,3,3,0,0,1,"""MIL06"""
2100,"""SDN""",1,2,0,1,0,1,"""NYC20"""
2101,"""NYN""",5,6,5,3,0,2,"""NYC20"""
2102,"""ANA""",4,4,3,1,0,2,"""SFO03"""
2103,"""SFN""",3,2,6,3,0,1,"""SFO03"""
2104,"""MIA""",0,1,3,0,1,0,"""WAS11"""
2105,"""WAS""",4,0,4,3,0,2,"""WAS11"""
2106,"""PHI""",2,2,4,2,0,1,"""BAL12"""
2107,"""BAL""",6,3,8,1,0,2,"""BAL12"""
2108,"""NYA""",4,6,5,0,0,1,"""BOS07"""
2109,"""BOS""",8,5,6,6,0,0,"""BOS07"""
2110,"""DET""",13,6,12,2,0,5,"""HOU03"""
